age,annual_income,employment_length_years,loan_amount,loan_term_months,credit_history_years,num_credit_lines,num_delinquencies_2y,revolving_utilization,debt_to_income,inquiries_6m,home_ownership,loan_purpose,default
43,91240.26,6.7,27362.27,36,15.3,3,0,0.206,0.473,2,OWN,home_improvement,1
38,41125.32,6.0,7951.92,24,6.2,6,1,0.201,0.409,2,MORTGAGE,major_purchase,0
53,48686.21,6.8,24069.01,60,8.7,5,0,0.238,0.219,0,RENT,debt_consolidation,0
42,21494.91,2.9,3416.44,24,8.9,5,0,0.429,0.361,2,RENT,credit_card,0
22,27369.49,5.7,48683.76,48,5.0,5,0,0.078,0.04,2,RENT,debt_consolidation,0
18,68954.39,5.6,9589.67,48,1.0,9,0,0.333,0.315,0,RENT,debt_consolidation,0
30,94223.89,11.2,13007.12,24,13.0,4,1,0.61,0.607,1,RENT,home_improvement,1
31,78960.06,5.2,5270.86,36,8.6,4,0,0.42,0.551,3,MORTGAGE,home_improvement,0
48,77493.59,3.2,9917.01,48,4.9,3,0,0.255,0.674,4,RENT,small_business,1
38,52280.49,4.2,7389.65,24,2.6,1,0,0.815,0.209,2,MORTGAGE,credit_card,1
50,43317.46,3.9,6292.08,36,12.7,8,0,0.426,0.723,1,RENT,credit_card,0
23,63506.17,2.1,9084.97,24,6.0,5,0,0.71,0.332,1,MORTGAGE,credit_card,0
49,85116.36,7.8,3954.2,24,1.9,6,0,0.551,0.514,4,MORTGAGE,major_purchase,0
46,54321.44,13.2,35077.11,36,9.5,2,0,0.241,0.154,4,RENT,car,1
18,105412.72,6.8,9296.66,36,1.0,4,0,0.413,0.199,1,RENT,car,1
53,48132.45,14.0,22269.18,48,1.9,1,0,0.479,0.267,4,OWN,major_purchase,1
39,31597.92,19.0,62500.15,36,9.0,4,0,0.693,0.095,1,RENT,debt_consolidation,0
42,53868.48,0.4,7193.55,48,4.7,5,1,0.505,0.29,0,OWN,medical,0
28,57427.86,1.8,13535.88,36,2.6,3,0,0.374,0.348,0,MORTGAGE,medical,1
52,51786.43,1.4,14546.05,24,3.6,6,2,0.495,0.038,1,MORTGAGE,credit_card,1
25,109574.57,14.5,5149.74,24,0.8,6,0,0.086,0.172,2,MORTGAGE,home_improvement,0
47,84365.69,3.3,18206.8,12,10.0,7,1,0.117,0.681,2,RENT,debt_consolidation,1
47,24661.1,1.5,24746.0,12,5.6,6,1,0.256,0.593,2,RENT,credit_card,1
27,125982.95,1.7,8477.16,24,5.8,5,0,0.193,0.186,0,MORTGAGE,home_improvement,0
60,12000.0,4.5,14289.68,36,3.5,7,0,0.578,0.302,1,OWN,small_business,1
41,176851.1,7.2,11785.61,12,1.5,7,0,0.207,0.5,1,MORTGAGE,credit_card,0
45,46257.64,4.4,9694.75,36,14.2,5,4,0.487,0.362,1,MORTGAGE,credit_card,1
21,48812.31,6.6,20274.55,48,4.0,3,0,0.578,0.447,1,RENT,debt_consolidation,1
61,52417.25,2.5,7240.89,24,7.2,2,1,0.058,0.411,2,MORTGAGE,credit_card,0
25,66960.82,4.8,8723.37,48,2.6,1,0,0.627,0.322,0,OWN,debt_consolidation,0
49,54168.52,6.6,4707.84,24,8.2,3,0,0.452,0.753,1,OWN,medical,1
27,50343.9,14.7,8226.28,24,7.6,6,0,0.38,0.215,1,MORTGAGE,home_improvement,0
31,111291.16,4.8,19492.78,24,2.9,5,0,0.483,0.173,0,RENT,home_improvement,0
47,73945.07,7.0,10206.84,36,14.9,3,0,0.313,0.517,0,OWN,debt_consolidation,1
49,31973.35,4.2,7553.06,36,3.6,6,0,0.461,0.378,1,RENT,major_purchase,1
24,81419.55,1.6,3547.59,48,7.0,5,1,0.113,0.46,1,MORTGAGE,debt_consolidation,0
50,72276.83,7.1,4354.77,48,9.1,5,0,0.62,0.554,2,RENT,credit_card,0
49,40138.83,6.4,4842.32,12,8.4,3,0,0.198,0.374,1,RENT,credit_card,0
28,83757.09,12.4,11262.37,24,3.5,5,1,0.07,0.066,0,OWN,major_purchase,0
56,49678.87,7.4,32168.11,48,11.1,3,0,0.438,0.28,0,MORTGAGE,credit_card,0
22,47957.94,14.2,15844.28,48,5.0,6,0,0.448,0.552,3,OWN,medical,1
31,47244.8,9.5,10132.16,60,4.6,5,0,0.558,0.395,3,OWN,home_improvement,0
43,14250.33,6.0,17460.77,24,6.7,4,0,0.404,0.32,2,MORTGAGE,debt_consolidation,0
29,40550.99,7.5,7987.6,24,10.0,2,1,0.101,0.184,1,MORTGAGE,medical,0
41,80197.31,3.6,2016.67,36,10.7,3,1,0.156,0.552,1,MORTGAGE,home_improvement,0
41,53512.67,10.5,16900.72,12,22.3,8,0,0.543,0.493,0,RENT,credit_card,0
36,26719.46,9.4,18838.05,48,2.9,3,1,0.128,0.539,1,MORTGAGE,debt_consolidation,1
47,92092.35,4.0,5458.18,36,7.2,1,0,0.783,0.347,1,MORTGAGE,medical,0
35,45971.18,8.1,11631.52,48,9.0,5,0,0.551,0.655,1,MORTGAGE,other,0
41,27670.81,7.7,20682.34,24,19.6,8,0,0.322,0.214,2,MORTGAGE,debt_consolidation,0
51,182281.39,4.8,4758.52,36,10.3,5,2,0.184,0.045,0,MORTGAGE,home_improvement,0
47,30356.17,10.0,22755.84,36,4.9,4,1,0.658,0.338,0,RENT,credit_card,0
47,87879.37,5.2,18526.7,36,2.2,4,0,0.298,0.081,1,MORTGAGE,debt_consolidation,0
25,35485.42,3.0,23442.37,36,6.7,1,0,0.575,0.576,2,RENT,car,1
44,58378.61,6.9,37554.96,48,4.1,1,2,0.158,0.338,2,MORTGAGE,small_business,1
28,32984.75,22.3,6594.51,60,6.7,5,1,0.294,0.402,0,MORTGAGE,home_improvement,0
24,27402.31,27.1,18000.19,24,2.7,5,0,0.402,0.327,1,RENT,medical,1
37,72201.16,2.3,5171.25,36,4.6,6,0,0.608,0.421,0,RENT,major_purchase,1
28,67704.63,1.2,7575.34,24,4.4,5,0,0.314,0.392,1,RENT,other,0
47,101677.08,8.1,34592.62,36,3.4,5,0,0.614,0.139,2,MORTGAGE,medical,0
47,53161.51,10.0,17208.11,36,8.5,6,0,0.05,0.336,0,RENT,credit_card,0
18,183724.66,16.4,7519.61,36,1.0,7,1,0.665,0.333,0,MORTGAGE,debt_consolidation,0
29,62792.48,5.8,6365.85,60,8.7,2,0,0.345,0.263,1,RENT,other,0
22,73993.02,6.9,10855.14,60,0.7,7,1,0.496,0.204,1,MORTGAGE,credit_card,0
33,25664.5,2.4,6911.93,12,4.4,4,0,0.55,0.451,1,MORTGAGE,major_purchase,0
43,38648.13,4.7,3770.42,36,13.4,5,0,0.541,0.389,1,OWN,debt_consolidation,1
35,72101.05,4.2,10142.0,36,15.0,7,0,0.166,0.779,1,RENT,credit_card,0
32,51723.87,11.1,4988.61,36,2.2,7,0,0.684,0.331,2,MORTGAGE,small_business,1
52,60067.59,4.6,7929.27,48,18.5,6,1,0.496,0.221,0,MORTGAGE,debt_consolidation,0
18,34576.46,3.3,31332.33,24,1.0,4,0,0.293,0.541,2,RENT,medical,0
52,57934.64,7.1,8270.79,48,13.8,6,0,0.599,0.456,0,RENT,debt_consolidation,0
32,57826.37,5.5,4571.55,60,3.5,7,1,0.207,0.355,0,RENT,debt_consolidation,1
37,28304.07,6.3,16262.42,48,8.7,2,1,0.096,0.538,3,OWN,major_purchase,1
32,77141.94,1.6,11896.31,36,10.5,4,0,0.481,0.544,0,RENT,car,1
55,21268.11,3.6,20024.8,12,17.9,6,0,0.148,0.429,2,OWN,debt_consolidation,0
24,59953.88,5.1,10928.55,24,7.0,8,0,0.132,0.152,1,RENT,car,0
38,143068.09,8.5,11186.72,48,2.6,5,0,0.295,0.214,1,OWN,home_improvement,0
44,78771.21,11.3,13155.38,24,3.1,2,0,0.169,0.273,1,MORTGAGE,home_improvement,0
20,78500.84,6.4,23042.96,36,3.0,2,1,0.374,0.061,0,MORTGAGE,small_business,0
28,33071.11,4.1,5634.34,60,2.4,3,2,0.177,0.365,0,RENT,home_improvement,1
36,143341.35,5.1,20691.44,36,1.0,6,0,0.594,0.316,0,MORTGAGE,credit_card,0
28,115519.54,3.1,12217.04,36,4.1,6,1,0.951,0.267,0,MORTGAGE,credit_card,0
29,34064.99,4.6,17622.12,24,3.5,9,2,0.523,0.188,2,MORTGAGE,home_improvement,1
34,41726.02,5.5,5223.44,36,3.3,2,1,0.166,0.317,2,RENT,debt_consolidation,0
45,108018.83,6.2,6784.11,36,6.8,7,0,0.312,0.852,1,MORTGAGE,credit_card,0
34,145492.68,4.7,4038.5,60,5.1,7,0,0.761,0.604,1,MORTGAGE,major_purchase,1
50,27022.43,3.2,7277.74,12,0.2,6,0,0.409,0.43,0,RENT,home_improvement,0
27,31193.31,5.7,9770.58,60,9.2,2,0,0.571,0.644,1,RENT,small_business,0
24,50056.98,8.6,5017.3,24,6.3,5,1,0.227,0.326,0,RENT,medical,0
59,16414.14,2.4,7198.38,36,7.7,5,0,0.223,0.221,3,MORTGAGE,credit_card,0
31,54746.84,10.4,13082.94,24,2.3,9,0,0.281,0.369,2,MORTGAGE,debt_consolidation,1
24,104001.33,12.2,19962.49,48,5.9,4,0,0.386,0.467,2,OWN,credit_card,0
19,24556.94,10.8,10351.99,48,2.0,6,0,0.372,0.565,2,MORTGAGE,debt_consolidation,0
50,58099.3,28.9,11776.43,24,2.3,3,0,0.443,0.399,0,MORTGAGE,medical,0
34,39341.14,2.6,9533.5,36,12.9,7,0,0.554,0.155,2,MORTGAGE,major_purchase,0
35,133515.16,1.5,7376.68,60,12.0,6,0,0.109,0.483,2,RENT,credit_card,0
36,39601.19,2.6,8927.2,24,5.1,5,0,0.498,0.241,1,RENT,other,0
49,124922.17,2.3,9168.26,48,1.2,4,0,0.397,0.524,1,RENT,major_purchase,0
36,39003.23,4.8,16521.81,48,5.1,8,1,0.574,0.617,1,MORTGAGE,debt_consolidation,0
64,82796.97,5.1,19125.81,36,4.4,7,1,0.135,0.272,1,RENT,major_purchase,0
39,62228.61,11.4,11036.89,12,3.4,4,0,0.736,0.225,3,MORTGAGE,car,0
50,50209.02,5.0,7209.71,24,7.3,13,0,0.5,0.9,0,OWN,major_purchase,1
47,35073.79,2.3,3009.29,36,10.4,2,0,0.8,0.384,2,OWN,home_improvement,0
38,64712.04,8.7,6103.18,36,3.0,6,0,0.439,0.651,1,MORTGAGE,debt_consolidation,0
32,42518.97,6.6,13077.41,24,12.6,13,2,0.582,0.124,0,RENT,home_improvement,0
42,37072.42,5.6,8672.62,24,4.9,4,1,0.531,0.537,1,RENT,car,1
44,121783.18,5.0,9392.32,36,9.7,7,0,0.508,0.3,1,MORTGAGE,small_business,0
32,73213.98,11.6,4236.06,48,10.7,5,0,0.544,0.454,0,RENT,home_improvement,1
40,77188.17,6.6,8844.31,60,6.2,5,1,0.555,0.387,0,MORTGAGE,major_purchase,0
52,43678.92,19.8,17076.45,36,2.1,8,0,0.389,0.471,2,RENT,credit_card,0
61,48908.77,7.6,3720.93,24,1.7,7,2,0.814,0.702,1,MORTGAGE,debt_consolidation,0
47,47253.54,2.5,1161.09,48,2.2,6,0,0.288,0.208,1,MORTGAGE,credit_card,0
58,65217.39,6.5,5014.33,60,9.4,5,0,0.788,0.02,2,MORTGAGE,home_improvement,1
31,77110.28,5.1,12398.01,24,8.1,8,0,0.097,0.286,1,RENT,debt_consolidation,0
46,53282.42,3.4,6166.89,24,1.6,1,0,0.48,0.233,1,RENT,credit_card,0
53,35032.98,2.4,17299.29,36,9.0,6,1,0.262,0.077,1,RENT,major_purchase,0
28,82315.42,5.8,19321.85,36,8.5,6,1,0.057,0.338,1,OWN,major_purchase,0
33,55180.9,7.7,4617.19,60,16.0,11,0,0.662,0.25,3,RENT,debt_consolidation,0
57,24527.25,11.1,18136.13,24,23.5,8,0,0.399,0.048,1,RENT,debt_consolidation,0
27,16740.53,5.4,18913.42,60,10.0,2,0,0.505,0.377,0,MORTGAGE,medical,1
23,63821.38,2.8,12035.98,48,6.0,3,0,0.333,0.337,2,OWN,credit_card,0
55,34330.5,22.1,9352.24,24,6.1,7,0,0.511,0.289,0,MORTGAGE,other,0
51,68671.13,5.6,20618.94,12,4.2,3,0,0.409,0.258,1,MORTGAGE,debt_consolidation,0
43,35362.6,4.8,29190.56,48,2.0,6,0,0.356,0.234,0,RENT,small_business,1
37,58293.87,1.8,10410.9,36,6.7,8,0,0.508,0.344,2,MORTGAGE,car,0
33,43997.11,8.1,12715.07,24,11.7,3,0,0.565,0.67,1,RENT,debt_consolidation,1
41,141996.32,10.5,16812.65,60,11.2,2,0,0.231,0.157,0,RENT,major_purchase,0
55,91370.1,0.2,32039.51,12,6.8,3,1,0.886,0.585,1,RENT,debt_consolidation,1
41,113665.28,16.5,23748.49,48,2.5,3,0,0.092,0.234,1,OWN,credit_card,1
62,54897.67,12.4,8092.13,36,5.2,5,0,0.567,0.394,4,MORTGAGE,car,0
28,85160.97,4.4,23312.48,24,2.4,7,0,0.243,0.552,0,MORTGAGE,car,1
38,56977.26,1.9,3128.57,36,4.0,8,1,0.59,0.281,2,MORTGAGE,small_business,0
34,121573.62,2.2,15045.4,36,7.6,3,0,0.123,0.288,2,MORTGAGE,home_improvement,0
26,52056.81,3.4,60259.38,24,8.1,4,0,0.425,0.18,1,RENT,medical,0
36,25119.03,3.4,5149.22,24,8.5,4,1,0.66,0.623,0,RENT,debt_consolidation,0
43,18047.42,10.1,9930.82,24,8.8,5,0,0.243,0.012,1,MORTGAGE,credit_card,0
44,135614.44,6.9,8134.17,36,8.6,5,0,0.405,0.238,0,MORTGAGE,credit_card,0
62,70486.57,3.7,8920.76,48,8.5,6,0,0.66,0.696,1,RENT,major_purchase,1
43,73082.28,8.4,19311.05,60,10.3,8,0,0.8,0.278,2,MORTGAGE,debt_consolidation,0
51,122922.13,13.0,18398.54,24,9.8,5,1,0.191,0.692,0,RENT,debt_consolidation,0
39,21841.03,6.4,16434.9,12,7.5,6,0,0.629,0.435,0,RENT,home_improvement,0
56,44478.86,15.6,12519.62,60,4.8,9,1,0.225,0.107,1,RENT,credit_card,0
64,47579.71,12.4,17375.6,24,7.0,7,0,0.046,0.382,2,MORTGAGE,credit_card,0
44,81491.29,6.2,7794.29,48,1.9,6,0,0.325,0.205,0,RENT,small_business,0
27,37013.87,6.0,15707.41,48,3.1,9,0,0.441,0.582,1,MORTGAGE,debt_consolidation,1
32,27979.98,2.7,14947.7,12,6.8,5,0,0.792,0.362,2,RENT,small_business,1
41,27842.2,0.7,7190.7,48,2.2,2,0,0.259,0.167,0,MORTGAGE,major_purchase,0
43,101944.1,1.9,10637.13,24,8.2,1,1,0.649,0.46,1,MORTGAGE,debt_consolidation,1
46,36011.99,5.6,11565.53,48,7.0,4,1,0.74,0.297,0,MORTGAGE,small_business,0
43,39990.23,0.5,10099.39,36,6.7,5,0,0.419,0.476,0,RENT,debt_consolidation,1
38,76801.08,2.5,8060.23,48,7.6,5,0,0.722,0.268,3,RENT,debt_consolidation,1
31,36885.73,4.3,6892.71,48,5.7,2,0,0.53,0.607,0,MORTGAGE,car,0
42,21211.07,6.9,6068.33,12,5.5,9,0,0.489,0.096,0,OWN,major_purchase,0
58,22698.73,10.5,9431.81,36,3.5,9,0,0.275,0.587,2,MORTGAGE,major_purchase,1
49,52509.84,3.1,11972.82,36,6.1,9,0,0.592,0.496,0,RENT,credit_card,0
44,71220.12,8.4,27665.6,48,0.4,1,0,0.63,0.372,2,RENT,credit_card,0
49,48473.14,2.8,3955.04,36,10.2,7,0,0.126,0.269,1,MORTGAGE,credit_card,1
34,68647.74,17.0,17953.75,36,14.0,6,1,0.596,0.156,3,RENT,car,0
32,22313.33,8.6,35677.58,24,8.6,4,0,0.471,0.365,1,MORTGAGE,debt_consolidation,1
30,23157.71,7.5,3303.65,24,8.2,2,0,0.197,0.497,1,MORTGAGE,car,0
37,187149.82,3.0,32945.49,60,1.5,5,1,0.242,0.127,1,MORTGAGE,debt_consolidation,1
33,106727.2,2.6,29114.22,60,8.7,3,1,0.329,0.732,1,RENT,home_improvement,1
51,82696.66,3.4,11747.23,36,3.5,2,0,0.497,0.516,1,RENT,debt_consolidation,1
33,37690.05,7.5,9627.64,36,10.5,5,0,0.32,0.166,1,RENT,small_business,0
29,47529.06,24.1,7428.34,60,10.0,9,0,0.711,0.34,1,RENT,other,0
59,54126.41,5.0,8890.77,48,7.0,4,0,0.268,0.224,3,RENT,home_improvement,1
33,111623.89,4.6,9470.86,36,6.4,1,0,0.3,0.182,1,OWN,other,0
40,67611.31,10.3,8796.8,12,5.9,4,0,0.772,0.126,1,MORTGAGE,debt_consolidation,0
43,72348.69,4.4,8139.92,48,3.4,5,0,0.278,0.451,0,RENT,home_improvement,0
25,49404.15,3.9,42367.67,24,7.3,5,0,0.283,0.433,0,RENT,debt_consolidation,0
52,83781.36,14.6,10532.28,24,2.4,6,1,0.256,0.084,5,RENT,car,0
45,63976.91,2.0,8710.64,24,7.1,4,1,0.158,0.318,3,MORTGAGE,credit_card,0
55,55504.12,4.4,13550.02,24,9.2,5,1,0.194,0.257,1,MORTGAGE,credit_card,0
31,36001.06,1.5,25286.35,24,12.2,9,0,0.297,0.276,0,MORTGAGE,debt_consolidation,0
39,50895.79,7.7,7717.9,36,8.9,4,1,0.336,0.225,0,MORTGAGE,car,0
38,29919.24,5.9,19888.34,48,7.5,4,0,0.295,0.198,2,MORTGAGE,credit_card,0
41,52993.45,12.6,13245.18,60,10.6,6,0,0.649,0.185,3,MORTGAGE,major_purchase,0
22,56891.5,3.8,8715.2,48,5.0,5,0,0.287,0.22,2,MORTGAGE,home_improvement,0
39,14436.5,4.8,15827.85,12,9.3,4,0,0.653,0.384,4,MORTGAGE,credit_card,1
22,47729.9,4.4,28137.43,60,2.0,1,0,0.169,0.377,0,RENT,car,0
42,28375.06,15.5,12985.31,12,5.0,3,1,0.23,0.18,0,MORTGAGE,debt_consolidation,0
18,71271.49,6.6,18198.65,48,1.0,4,0,0.406,0.702,2,MORTGAGE,car,0
18,76913.59,7.1,13147.63,60,1.0,3,0,0.566,0.532,0,MORTGAGE,car,0
47,42852.24,4.6,85495.45,60,12.0,2,1,0.36,0.383,2,MORTGAGE,home_improvement,1
32,73274.08,4.1,13385.15,48,5.0,8,0,0.729,0.167,2,RENT,car,1
27,74988.26,4.6,45497.97,36,2.6,7,0,0.446,0.768,2,RENT,debt_consolidation,1
52,47746.27,0.2,26300.56,60,9.6,7,1,0.603,0.371,0,OWN,debt_consolidation,1
42,125977.4,12.6,12000.24,36,20.4,7,0,0.383,0.39,0,RENT,major_purchase,0
48,36359.43,6.2,8290.07,48,5.4,3,1,0.354,0.488,2,RENT,major_purchase,1
36,121692.32,13.1,11230.44,24,13.6,5,2,0.323,0.271,1,MORTGAGE,credit_card,0
67,47865.02,7.0,17291.09,36,8.0,2,0,0.585,0.434,2,MORTGAGE,major_purchase,0
31,34069.93,3.7,15301.46,12,9.1,2,1,0.862,0.37,3,MORTGAGE,debt_consolidation,1
57,44651.73,4.5,6508.04,48,4.3,6,1,0.802,0.281,0,RENT,major_purchase,1
37,29594.27,8.7,14029.84,36,4.5,6,0,0.431,0.107,0,MORTGAGE,debt_consolidation,0
20,83408.61,7.8,6874.1,24,3.0,5,0,0.603,0.748,0,RENT,other,0
43,22437.23,5.7,28216.11,24,15.2,4,0,0.748,0.146,0,RENT,credit_card,0
41,116341.45,18.1,5563.28,60,5.2,1,0,0.039,0.503,0,MORTGAGE,car,0
26,32379.25,3.9,5047.42,60,1.6,3,0,0.65,0.223,1,RENT,debt_consolidation,0
28,85833.05,2.2,13006.04,48,5.9,5,0,0.503,0.159,1,RENT,credit_card,0
38,54903.05,3.0,8241.21,36,13.1,4,1,0.515,0.561,1,MORTGAGE,credit_card,0
42,62877.8,5.2,14107.66,36,3.9,7,0,0.388,0.161,2,RENT,home_improvement,0
18,39162.55,7.7,25569.04,36,1.0,7,0,0.632,0.358,0,MORTGAGE,small_business,1
50,65778.24,5.7,32518.77,36,12.5,4,0,0.53,0.23,1,RENT,credit_card,0
33,58351.24,1.9,4740.8,60,11.9,4,0,0.304,0.569,0,MORTGAGE,major_purchase,0
23,24297.99,5.2,9274.28,60,6.0,6,0,0.78,0.135,1,RENT,credit_card,0
48,31908.41,9.2,17363.09,60,4.7,6,0,0.531,0.056,1,RENT,medical,0
38,40235.23,10.7,21417.77,48,21.0,5,1,0.423,0.321,2,OWN,debt_consolidation,1
51,35765.96,1.7,4413.63,36,1.2,6,1,0.663,0.254,0,OWN,major_purchase,1
43,107909.27,3.5,8385.04,48,15.2,5,0,0.842,0.336,2,OWN,credit_card,1
38,54385.77,3.6,34725.81,48,5.7,3,1,0.711,0.769,1,RENT,major_purchase,1
36,35303.27,16.2,8701.16,24,6.1,4,3,0.627,0.182,2,OWN,small_business,1
43,41360.29,13.8,19090.08,48,9.6,3,0,0.111,0.185,1,MORTGAGE,credit_card,0
33,41049.97,5.3,25201.44,60,7.6,4,0,0.366,0.324,1,RENT,credit_card,0
29,46238.72,4.7,22047.53,48,2.7,4,0,0.2,0.743,0,RENT,major_purchase,1
45,29988.49,21.9,10487.92,48,5.5,3,0,0.364,0.138,1,OWN,credit_card,0
36,34625.23,11.2,23875.55,24,9.5,7,0,0.271,0.1,0,RENT,other,0
38,82589.17,2.7,9500.06,36,14.1,2,1,0.131,0.356,1,RENT,home_improvement,0
50,59990.33,14.2,3555.43,36,2.4,5,0,0.413,0.278,1,RENT,car,0
37,49822.12,4.0,2747.41,36,10.0,5,0,0.451,0.1,0,RENT,major_purchase,0
38,54254.57,2.1,9224.53,24,4.8,1,0,0.348,0.512,1,RENT,debt_consolidation,1
31,52835.66,4.3,14478.61,36,14.0,2,0,0.021,0.364,1,RENT,other,1
43,48289.91,5.7,6780.0,60,3.6,10,0,0.524,0.144,0,MORTGAGE,debt_consolidation,0
42,71999.01,6.0,15691.45,48,5.3,5,0,0.888,0.509,0,OWN,home_improvement,0
48,69129.58,14.4,5986.64,36,6.7,6,0,0.604,0.374,0,MORTGAGE,medical,0
32,22823.14,10.0,17717.4,24,8.5,9,0,0.418,0.176,0,OWN,credit_card,0
33,50394.68,3.9,24584.71,36,3.0,6,0,0.61,0.315,1,MORTGAGE,credit_card,1
47,23666.11,3.4,14577.27,48,5.2,4,0,0.062,0.665,0,RENT,home_improvement,0
41,76846.67,4.0,5287.0,48,7.5,5,0,0.571,0.419,2,RENT,small_business,0
28,82637.31,12.7,6752.05,60,8.6,6,1,0.425,0.138,1,MORTGAGE,credit_card,0
52,38718.45,4.5,9976.57,36,11.9,7,0,0.126,0.223,2,OWN,credit_card,0
19,50806.65,8.9,14438.07,36,2.0,2,1,0.247,0.498,0,MORTGAGE,debt_consolidation,0
47,16961.61,1.7,11091.07,24,13.3,2,0,0.434,0.108,2,RENT,debt_consolidation,1
24,92506.52,11.0,4892.39,48,4.4,4,0,0.563,0.103,1,MORTGAGE,debt_consolidation,0
59,80043.1,7.9,22171.02,36,10.6,7,0,0.414,0.757,1,RENT,home_improvement,1
21,101981.52,9.9,29028.53,36,4.0,6,0,0.433,0.124,0,MORTGAGE,other,0
51,122712.47,2.8,14194.88,48,1.3,4,0,0.669,0.289,1,RENT,credit_card,1
37,27632.28,8.3,11627.13,48,7.7,5,2,0.311,0.242,0,MORTGAGE,credit_card,0
34,88293.72,2.0,5278.92,36,4.3,6,0,0.614,0.294,0,MORTGAGE,credit_card,0
40,122224.82,6.3,2653.68,36,1.0,4,0,0.367,0.177,1,RENT,other,0
45,23812.89,5.1,11834.38,48,7.5,6,0,0.215,0.18,0,RENT,major_purchase,0
28,49307.62,1.4,14047.88,60,5.3,4,1,0.116,0.244,1,MORTGAGE,car,0
29,44361.57,8.1,28309.62,36,4.4,3,0,0.102,0.323,1,RENT,car,0
45,86725.57,1.5,17524.93,12,15.8,4,0,0.232,0.117,1,RENT,credit_card,1
19,14520.73,1.4,29056.99,60,2.0,9,0,0.095,0.417,0,RENT,credit_card,0
32,147086.59,1.6,15608.2,24,7.0,6,0,0.186,0.827,1,RENT,home_improvement,1
71,50924.76,10.6,23059.21,60,9.9,4,1,0.267,0.394,2,RENT,small_business,0
27,89666.45,7.6,5674.05,48,2.0,4,3,0.521,0.532,3,MORTGAGE,car,1
51,52410.88,1.7,16730.44,48,6.5,5,0,0.773,0.432,1,MORTGAGE,small_business,0
32,71016.59,6.3,9598.96,48,4.7,7,0,0.352,0.297,3,RENT,debt_consolidation,0
44,15111.63,5.9,12469.74,24,8.4,5,1,0.157,0.144,0,MORTGAGE,credit_card,0
45,43840.56,9.8,17326.9,60,13.7,5,0,0.092,0.101,0,MORTGAGE,home_improvement,0
50,86359.03,5.0,9052.27,36,3.9,3,0,0.376,0.248,4,MORTGAGE,small_business,1
36,63500.48,10.9,4882.48,24,13.8,9,0,0.398,0.369,2,MORTGAGE,credit_card,1
60,22020.68,5.2,10272.26,24,0.5,4,0,0.494,0.539,1,RENT,debt_consolidation,1
32,56037.91,3.2,6385.31,48,13.1,6,1,0.305,0.632,1,OWN,credit_card,1
41,34533.73,2.8,19746.52,48,5.2,5,0,0.27,0.241,2,MORTGAGE,small_business,0
41,32926.05,1.2,20606.35,60,4.7,2,0,0.56,0.21,1,RENT,home_improvement,0
26,23473.28,2.3,16112.56,24,3.8,5,0,0.726,0.599,0,RENT,credit_card,0
35,76136.76,2.3,25567.58,60,4.3,4,0,0.625,0.216,0,MORTGAGE,debt_consolidation,0
40,99923.28,3.4,13437.78,36,6.6,6,1,0.45,0.417,0,RENT,debt_consolidation,1
33,173872.7,8.2,11501.9,60,6.9,5,1,0.232,0.245,3,MORTGAGE,home_improvement,0
65,24083.29,9.3,16880.04,36,2.9,4,0,0.221,0.567,1,MORTGAGE,home_improvement,0
29,82623.94,22.3,14514.1,24,6.6,4,0,0.456,0.59,1,MORTGAGE,major_purchase,0
51,85668.82,3.2,6842.03,12,3.9,7,0,0.586,0.632,1,MORTGAGE,credit_card,1
47,39368.55,2.2,18179.16,48,3.4,8,0,0.093,0.216,1,MORTGAGE,home_improvement,1
38,32706.59,1.1,2541.56,12,18.4,12,1,0.439,0.3,1,MORTGAGE,home_improvement,0
28,29817.23,5.2,25814.16,48,2.5,9,1,0.442,0.199,1,OWN,credit_card,0
30,40536.4,7.0,18045.96,36,6.6,4,0,0.547,0.351,1,RENT,debt_consolidation,1
32,60563.15,5.9,5134.87,48,2.7,5,0,0.122,0.519,2,RENT,credit_card,0
18,114469.26,4.1,16248.0,36,1.0,5,1,0.097,0.487,2,MORTGAGE,other,0
27,99502.3,22.9,17209.71,48,5.1,5,1,0.44,0.349,1,RENT,small_business,0
22,22281.69,10.2,15771.56,12,2.4,3,0,0.772,0.581,0,RENT,car,1
53,35106.31,2.1,13547.71,24,4.2,5,2,0.096,0.07,2,RENT,medical,0
45,110724.7,7.4,5202.27,60,4.5,4,1,0.475,0.542,1,RENT,credit_card,0
47,36239.28,12.5,23058.13,36,8.2,6,0,0.355,0.173,3,OWN,credit_card,0
44,52506.76,5.2,5073.76,36,14.7,8,0,0.288,0.136,0,MORTGAGE,credit_card,0
40,21207.1,8.7,8114.91,36,0.0,1,0,0.796,0.584,0,OWN,debt_consolidation,1
54,102147.02,11.7,4198.24,60,4.7,5,0,0.22,0.596,1,RENT,major_purchase,0
31,18920.26,6.1,12378.82,24,14.0,3,0,0.733,0.267,0,RENT,major_purchase,1
39,21948.5,6.8,8855.33,48,2.9,4,0,0.302,0.112,1,MORTGAGE,home_improvement,1
46,96562.85,1.7,4932.48,12,5.0,7,0,0.662,0.477,1,RENT,debt_consolidation,0
23,155754.13,2.2,39059.86,60,6.0,3,1,0.3,0.826,0,RENT,credit_card,0
72,46173.62,10.3,4751.72,60,11.5,3,0,0.529,0.663,1,MORTGAGE,credit_card,1
